unique_review_id,product_link_id,review_id,type,id,ugc_id,legacy_id,internal_review_id,headline,nickname,created_date,updated_date,rating,helpful_votes,not_helpful_votes,uri,comments,locale,location,bottom_line,product_page_id,upc,gtin,is_staff_reviewer,is_verified_buyer,is_verified_reviewer,helpful_score,unmatched_reason
1084,4,485219824,image,485219920.0,,,-1,"Clean, buildable coverage",Ashley,2023-12-18 14:03:17-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/wvsz9ls8rhys0h6y9cuh.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1085,4,485219824,image,485219825.0,,,-1,"Clean, buildable coverage",Ashley,2023-12-18 14:03:17-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/kq0awszdwqxeqgqpaniw.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1086,4,485063580,image,485063408.0,,,-1,"Smooth, natural finish!",Dia,2023-12-16 18:10:33-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/ctqo5kzorzloiwnogalq.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1087,4,485063580,image,485063541.0,,,-1,"Smooth, natural finish!",Dia,2023-12-16 18:10:33-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/aawexqmxd4blcygipjwx.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1088,4,484994808,image,484994749.0,,,-1,A little goes a long way,Lys100,2023-12-15 19:44:29-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/tzng5jbxv22sbbyrhku0.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1089,4,484758755,image,484758715.0,,,-1,Light medium coverager,Jas,2023-12-13 16:34:41-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/ryc2zibkloalx6e1yobs.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1090,4,484758755,image,484758588.0,,,-1,Light medium coverager,Jas,2023-12-13 16:34:41-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/toqoux3l3soycathztub.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1091,4,484680599,image,484680584.0,,,-1,New fave!,Love18,2023-12-13 13:50:49-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/mvx92yz4kovubykocpzc.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1092,4,484362512,image,484362524.0,,,-1,Yes,Kee,2023-12-11 18:36:08-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/w39vortsc7qns02akprb.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1093,4,484358175,image,484358223.0,,,-1,Flawless Finish,mkcunningham14,2023-12-11 17:15:14-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/gsdepdtqbt6be8rb06gs.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1094,4,484358175,image,484358111.0,,,-1,Flawless Finish,mkcunningham14,2023-12-11 17:15:14-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/a017csim3gcqki7ykye2.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1095,4,484358175,image,484358261.0,,,-1,Flawless Finish,mkcunningham14,2023-12-11 17:15:14-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/sycx1oga1muh9ltjbwcl.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1096,4,484357522,image,484357339.0,,,-1,Best light-coverage foundation,hw2021,2023-12-11 16:54:07-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/x4n5axqnhyfqz0iy5lte.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1097,4,484357522,image,484357482.0,,,-1,Best light-coverage foundation,hw2021,2023-12-11 16:54:07-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/uz82h2xbwphitaonivsx.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1098,4,484354842,image,484354872.0,,,-1,"Great Product, Look natural",Alize,2023-12-11 16:00:56-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/bv4nssbifbctdltmyyby.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1099,4,484334302,image,484334380.0,,,-1,No thanks,Chaunny,2023-12-11 13:29:13-05,1970-01-01 00:00:00-05,2,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/kmult4yysrzeaedmcum9.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1100,4,484330120,image,484330093.0,,,-1,Buildable and blend-able coverage,Beth,2023-12-11 12:34:33-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/b9bxslnh1ffat8eirggh.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1101,4,484330120,image,484330092.0,,,-1,Buildable and blend-able coverage,Beth,2023-12-11 12:34:33-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/k3gw53cqhtv56gstvh4s.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1102,4,484223746,image,484223478.0,,,-1,I like the foundation,Danette Garcia,2023-12-10 14:48:26-05,1970-01-01 00:00:00-05,4,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/tlzmpu4dcc91skhz3rhj.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1103,4,484202228,image,484202347.0,,,-1,Bare minerals,Shawna,2023-12-10 09:42:01-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/tbn7ewit6l8pxuqvebip.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1104,4,484186134,image,484186062.0,,,-1,Amazing Foundation!,CaityCat,2023-12-10 05:31:09-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/glsvdrwjxj1qzahhno3y.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1105,4,484186134,image,484185999.0,,,-1,Amazing Foundation!,CaityCat,2023-12-10 05:31:09-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/dy3ilweaf4rcvrlsjer6.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1106,4,484156320,image,484156146.0,,,-1,An absolute must have powder!,Livi1494,2023-12-09 19:25:14-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/eibv7jigxclkedj7efxp.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1107,4,484156320,image,484156330.0,,,-1,An absolute must have powder!,Livi1494,2023-12-09 19:25:14-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/vpgfhnjlmbtdgq2jbthg.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1108,4,484125741,image,484125632.0,,,-1,Smooth pigment powder with medium coverage,Annie,2023-12-09 11:18:37-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/pqtehhed2fzaygiuivqq.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1109,4,484080609,image,484080555.0,,,-1,Best powder foundation on the market,Denise,2023-12-08 20:20:21-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/bhrpjyevdebnsctirbsc.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1110,4,484053765,image,484053555.0,,,-1,Super smooth and buildable!,Alix,2023-12-08 13:26:01-05,1970-01-01 00:00:00-05,4,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/na1jccsw66o7wlaberwp.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1111,4,484048476,image,484048542.0,,,-1,Full Coverage Glam or Light Coverage Natural,Guf,2023-12-08 11:49:25-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/qhaogecaiykz7qnhcnan.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1112,4,484047913,image,484047940.0,,,-1,Love it!,MaggieQ,2023-12-08 11:28:07-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/e7m3qpnf9bxr6clyv1lk.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1113,4,484047913,image,484047914.0,,,-1,Love it!,MaggieQ,2023-12-08 11:28:07-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/dtf55gpt3rv2mofpwivc.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1114,4,484047913,image,484047887.0,,,-1,Love it!,MaggieQ,2023-12-08 11:28:07-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/pqfydkhejncvgdp5k08i.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1115,4,484047913,image,484047930.0,,,-1,Love it!,MaggieQ,2023-12-08 11:28:07-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/gz2wdgdw6zub4e5ujss8.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1116,4,483643200,image,483643131.0,,,-1,Super soft,Dee,2023-12-05 22:38:05-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/y2dl9nn3wjjjsux8jutp.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1117,4,465079345,image,465079401.0,,,-1,Amazingly light powdered makeup that is flawless,Danielle,2023-07-15 23:15:44-04,1970-01-01 00:00:00-05,4,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/rlor9tq9st3oagtntx1q.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1118,4,463130748,image,463130975.0,,,-1,Reliable,Michelle,2023-07-01 12:35:17-04,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/gqol3cxam7ykmcnuezpk.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1119,4,410636468,image,410636429.0,,,-1,"I wanted to love this so bad, but it disappoints",AB,2022-05-25 17:46:51-04,1970-01-01 00:00:00-05,2,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/p2nfq94iw0v70jrfagle.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1120,4,410636468,image,410636469.0,,,-1,"I wanted to love this so bad, but it disappoints",AB,2022-05-25 17:46:51-04,1970-01-01 00:00:00-05,2,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/dlxtv5rsfkeibtadv6gn.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1121,4,410636468,image,410636457.0,,,-1,"I wanted to love this so bad, but it disappoints",AB,2022-05-25 17:46:51-04,1970-01-01 00:00:00-05,2,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/tvlfpk9btscinykweryl.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1122,4,382988616,image,382988590.0,,,-1,Would not but this again,GW,2021-09-30 19:19:44-04,1970-01-01 00:00:00-05,1,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/dnzv1pzo0rhfvvioz0jw.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1123,4,375400292,image,375400319.0,,,-1,Didn't work for me.,Nicole,2021-08-10 11:33:48-04,1970-01-01 00:00:00-05,2,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/ziy1blsucgc6woa7aown.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1124,4,327570804,image,327570836.0,,,-1,If you want to look like an old hag,Jennifer,2021-02-03 13:14:34-05,1970-01-01 00:00:00-05,1,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/xfkawnxd5znyb4hwhtgr.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1125,4,276897780,image,276897808.0,,,-1,Make the switch ladies,Tiffany,2020-05-21 02:55:00-04,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/ozohv75fi38hpyj6mx3f.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1126,4,269187533,image,269187534.0,,,-1,I dont know,LowZoe,2020-03-29 12:05:02-04,1970-01-01 00:00:00-05,3,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/mbx64hktrwr1n949o5tn.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1127,4,268154705,image,268154767.0,,,-1,Comfortable to sensitive dry skin,Online money,2020-03-06 12:42:10-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/upuxci7gn2masyncmvqa.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1128,4,264892123,image,264892100.0,,,-1,I would buy this product again,Ms Theresa1972,2020-01-12 14:42:32-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/sobbkwniiot72f9274y2.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1129,4,264498279,image,264498286.0,,,-1,I will never understand the popularity of this item.,SteviRox,2020-01-05 08:19:11-05,1970-01-01 00:00:00-05,1,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/ku7trynwlinh8tnnjldi.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1130,4,261281018,image,261281020.0,,,-1,"Nice, but not perfect",Andidani,2019-11-11 18:58:28-05,1970-01-01 00:00:00-05,4,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/upengqj7zx8thonjvgo0.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1131,4,261281018,image,261281011.0,,,-1,"Nice, but not perfect",Andidani,2019-11-11 18:58:28-05,1970-01-01 00:00:00-05,4,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/q6imzjbfiwwnakgwhjrk.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1132,4,261281018,image,261281019.0,,,-1,"Nice, but not perfect",Andidani,2019-11-11 18:58:28-05,1970-01-01 00:00:00-05,4,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/mf7oe1abqgxolwpcmyag.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1133,4,260287138,image,260287150.0,,,-1,Fan since 1995!,Nina,2019-10-30 18:33:36-04,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/es9b1gr9ta6ycufropfb.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1134,4,238885612,image,238885613.0,,,-1,Been using this for 20 yrs now!!,Charity,2019-05-31 19:51:05-04,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/gmk42vtpucpmfuh40jgh.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1135,4,236061802,image,236061811.0,,,-1,Don't be scammed.,AEmery,2019-04-08 21:06:27-04,1970-01-01 00:00:00-05,4,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/ovp5kcpyq2ktxdybv0po.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1136,4,232247763,image,232247700.0,,,-1,Almost perfect!,Erin,2019-03-08 11:27:19-05,1970-01-01 00:00:00-05,4,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/rimbhjonuoysr5sx20g1.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
1137,4,217669107,image,217669065.0,,,-1,This is my go to foundation!,VCRISTINAJ,2018-12-05 13:33:19-05,1970-01-01 00:00:00-05,5,0,0,"//res.cloudinary.com/powerreviews/image/upload/f_auto,q_auto,h_768,w_auto/d_portal-no-product-image_ttlfpi.svg/prod/hqmrhtdaxjxeban8fmuu.jpg",,,,,,,,f,f,f,-1,product_link_id_not_in_products
